Particle, PH, ToF, MCP PH
a1464, 42.119804, 76.107116, 40.231666
a1464, 41.780143, 74.366333, 8.5749998
a1464, 41.720546, 73.65686, 40.963333
a1464, 42.073303, 75.371734, 77.727432
a1464, 42.716697, 74.155975, 40.239048
a1464, 42.252552, 75.714813, 63.560001
a1464, 42.260463, 74.305175, 8.6766662
a1464, 41.912689, 74.835266, 21.805
a1464, 42.230411, 76.006408, 23.602857
a1464, 41.605907, 75.25119, 14.71119
a1464, 42.311618, 75.671752, 21.763334
a1464, 41.948223, 74.305297, 29.564523
a1464, 41.597129, 76.872711, 35.162879
a1464, 41.470005, 72.742889, 173.77638
a1464, 42.039184, 74.839965, 75.603843
a1464, 41.887615, 76.220916, 91.904998
a1464, 41.765201, 73.987548, 39.428333
a1464, 41.730121, 75.004638, 61.113235
a1464, 42.522762, 73.40924, 67.275001
a1464, 42.002105, 75.097015, 23.118333
a1464, 42.214401, 74.518737, 37.854999
a1464, 42.035186, 76.265411, 36.551666
a1464, 41.868946, 74.736206, 89.896667
a1464, 42.219062, 73.39804, 45.002178
a1464, 42.874504, 74.774017, 112.84262
a1464, 42.348293, 72.571929, 41.804393
a1464, 42.239742, 74.835357, 62.606109
a1464, 42.376075, 74.338867, 47.233203
a1464, 42.17691, 73.744201, 112.02666
a1464, 41.947338, 75.507629, 72.403244
a1464, 41.741577, 74.716674, 64.588333
a1464, 41.824607, 75.247345, 8.9399995
a1464, 42.082439, 73.511474, 48.16143
a1464, 41.690593, 74.124267, 37.016212
a1464, 41.642776, 76.441833, 72.206596
a1464, 42.044166, 72.967498, 92.276725
a1464, 42.139923, 74.488464, 58.08987
a1464, 42.193119, 74.390502, 85.600364
a1464, 41.989479, 71.854553, 73.889038
a1464, 41.802097, 76.572021, 94.630912
a1464, 41.920127, 72.853607, 94.562927
a1464, 41.85923, 73.910217, 176.76499
a1464, 42.241199, 75.294281, 19.286666
a1464, 41.814029, 76.269683, 130.39166
a1464, 42.491634, 74.195129, 44.298332
a1464, 42.29668, 74.200531, 63.438331
a1464, 41.889293, 75.602905, 45.285301
a1464, 42.412311, 75.93396, 19.028846
a1464, 41.794513, 76.817718, 67.464996
a1464, 42.639171, 73.861908, 101.77928
a1464, 42.049091, 74.140045, 15.768333
a1464, 41.972248, 74.569122, 85.779998
a1464, 41.321769, 76.615692, 37.189167
a1464, 41.723823, 73.256134, 45.670383
a1464, 42.367965, 75.910491, 13.975
a1464, 42.454856, 75.370697, 18.17
a1464, 41.809124, 74.940246, 144.25929
a1464, 41.817218, 76.061248, 94.793335
a1464, 41.684669, 76.816375, 36.766189
a1464, 42.151691, 75.606811, 30.098333
a1464, 42.023971, 74.307281, 19.313333
a1464, 41.923111, 75.561431, 30.036666
a1464, 41.85168, 74.133422, 67.565155
a1464, 41.57043, 75.41687, 52.775302
a1464, 41.90398, 76.305725, 136.9179
a1464, 41.882618, 73.780334, 102.00456
a1464, 42.147102, 74.57135, 151.99833
a1464, 42.687076, 73.683685, 53.131668
a1464, 42.277919, 74.855285, 8.3266668
a1464, 41.863014, 74.522735, 84.709999
a1464, 42.15958, 76.031738, 79.134765
a1464, 42.22396, 74.560943, 46.021667
a1464, 42.278511, 72.950927, 113.32671
a1464, 41.920982, 74.752227, 150.88928
a1464, 42.024951, 74.477783, 45.758335
a1464, 42.219833, 76.063598, 115.28277
a1464, 42.012451, 75.119873, 62.478332
a1464, 41.815723, 73.625213, 52.836513
a1464, 41.831993, 72.869781, 15.144047
a1464, 42.042484, 75.291778, 6.4183335
a1464, 42.123947, 75.133544, 47.415
a1464, 41.674926, 77.048461, 61.175174
a1464, 42.245388, 75.923706, 26.751667
a1464, 42.572834, 73.484588, 32.48143
a1464, 42.277912, 72.987884, 51.538509
a1464, 41.998241, 72.573669, 123.36499
a1464, 41.793876, 71.753509, 22.568332
a1464, 41.877323, 74.925598, 54.403331
a1464, 41.896217, 75.436279, 98.280235
a1464, 42.108367, 78.425659, 72.63623
a1464, 42.099704, 75.084564, 188.52818
a1464, 42.1305, 74.455566, 33.126667
a1464, 41.969036, 75.215972, 80.220001
a1464, 42.118724, 73.72647, 35.063331
a1464, 41.920249, 75.902618, 77.591056
a1464, 41.890754, 75.044708, 15.506667
a1464, 42.17218, 73.130218, 23.836666
a1464, 41.373294, 73.309234, 52.101665
a1464, 41.335998, 75.255035, 17.046667
a1464, 41.340656, 72.708068, 35.507049
a1464, 41.765468, 74.424804, 159.91818
a1464, 42.208416, 73.853332, 90.145919
a1464, 42.201126, 74.64804, 64.697273
a1464, 42.229797, 74.77597, 83.751663
a1464, 41.427871, 73.363464, 26.362499
a1464, 41.90271, 76.957794, 83.268333
a1464, 41.675262, 73.638244, 55.386665
a1464, 42.175834, 76.27069, 89.753334
a1464, 42.644821, 74.706665, 66.263336
a1464, 41.506462, 74.65158, 83.813331
a1464, 41.928188, 76.711578, 13.166667
a1464, 41.404827, 75.680969, 72.099243
a1464, 42.050308, 76.074401, 22.976667
a1464, 41.932235, 73.852996, 71.926902
a1464, 42.34399, 72.877105, 124.24833
a1464, 41.888099, 75.530426, 33.793335
a1464, 41.815078, 71.992218, 36.081665
a1464, 42.110458, 75.116302, 93.965477
a1464, 41.650581, 76.516387, 25.152879
a1464, 41.674671, 75.376739, 123.665
a1464, 42.483867, 72.383087, 8.0083332
a1464, 41.918022, 73.31784, 37.42987
a1464, 42.26015, 73.626709, 66.345001
a1464, 41.870548, 74.26297, 64.175003
a1464, 41.544597, 73.409332, 74.996666
a1464, 42.312072, 74.738067, 21.671667
a1464, 41.735904, 73.865539, 145.42666
a1464, 41.707202, 74.348297, 69.68
a1464, 41.833244, 75.211273, 51.709999
a1464, 42.623142, 74.37033, 74.629997
a1464, 42.351558, 75.587188, 14.791667
a1464, 42.38483, 76.627471, 20.513334
a1464, 42.24369, 74.904449, 66.916664
a1464, 42.596393, 75.458465, 105.12999
a1464, 42.206325, 75.083099, 77.292144
a1464, 42.112327, 75.626495, 67.132141
a1464, 41.695133, 72.957763, 116.13166
a1464, 42.254009, 73.363586, 70.111663
a1464, 41.975891, 74.699829, 64.556449
a1464, 41.949092, 76.585083, 193.2232
a1464, 42.228462, 75.349914, 33.101665
a1464, 42.261913, 73.882934, 93.283332
a1464, 42.303176, 74.642395, 26.891666
a1464, 41.940338, 73.536377, 17.051666
a1464, 41.714378, 76.233306, 25.798334
a1464, 42.076469, 75.208831, 42.412918
a1464, 42.020149, 71.499298, 12.67
a1464, 42.493152, 75.208313, 85.979209
a1464, 42.176689, 76.251251, 41.103237
a1464, 41.995132, 73.861755, 83.527381
a1464, 41.66003, 71.802825, 10.118332
a1464, 41.651042, 76.675781, 33.602878
a1464, 42.052337, 75.951599, 18.626667
a1464, 42.650959, 75.684082, 101.84999
a1464, 42.310592, 75.085754, 88.964218
a1464, 42.633815, 75.078826, 102.84079
a1464, 41.481945, 75.456451, 31.854999
a1464, 42.059391, 73.290588, 220.47738
a1464, 42.437942, 74.844635, 64.5
a1464, 42.778968, 139.72506, 5.3425755
a1464, 41.530281, 74.8591, 26.989242
a1464, 41.934024, 74.565399, 60.918529
a1464, 42.369251, 74.547699, 27.334999
a1464, 42.067501, 75.434387, 29.827051
a1464, 42.261718, 75.109893, 74.011665
a1464, 42.395832, 75.182647, 9.375
a1464, 41.715026, 75.100494, 49.595001
a1464, 42.301158, 72.960784, 97.548095
a1464, 42.343078, 76.478271, 35.778095
a1464, 41.609699, 75.962799, 38.158332
a1464, 41.436458, 76.174926, 73.16333
a1464, 42.331882, 76.56015, 45.339912
a1464, 41.870189, 75.702056, 22.6525
a1464, 41.615329, 76.502471, 83.121467
a1464, 42.220069, 73.872131, 72.785003
a1464, 41.814029, 75.216796, 66.53231
a1464, 42.205707, 73.22937, 22.491666
a1464, 42.244949, 73.456085, 56.584999
a1464, 42.455013, 73.624481, 231.87666
a1464, 42.331844, 74.156341, 34.498138
a1464, 41.962711, 73.976532, 70.676902
a1464, 41.427391, 74.746337, 109.89167
a1464, 42.274028, 75.610778, 62.013332
a1464, 41.717178, 75.782226, 57.688331
a1464, 42.292717, 74.85614, 20.493333
a1464, 42.00077, 74.195922, 59.525001
a1464, 41.721279, 74.548553, 85.29
a1464, 42.076843, 75.084045, 63.311378
a1464, 41.466835, 76.664489, 34.438331
a1464, 42.0853, 73.895568, 8.9133329
a1464, 42.65578, 73.80896, 18.496666
a1464, 42.278911, 72.986084, 40.911666
a1464, 41.497654, 77.030944, 6.9633331
a1464, 42.49718, 77.039489, 55.31295
a1464, 42.010452, 75.359802, 22.366666
a1464, 42.218219, 76.677307, 71.729286
a1464, 42.040695, 72.791656, 32.901969
a1464, 41.80307, 75.335266, 29.351667
a1464, 41.949012, 75.325134, 51.241664
a1464, 42.019702, 76.12207, 112.20666
a1464, 42.031719, 72.934906, 83.9057
a1464, 42.246036, 74.964233, 30.655834
a1464, 42.063236, 74.091827, 61.921375
a1464, 42.101764, 75.230651, 241.75921
a1464, 41.873081, 76.237579, 99.093574
a1464, 41.512489, 74.715942, 33.343334
a1464, 42.246395, 75.755432, 112.40435
a1464, 42.299392, 72.682128, 88.557502
a1464, 42.068504, 74.039794, 19.61
a1464, 42.221027, 74.026367, 57.277805
a1464, 42.175846, 76.605072, 111.08271
a1464, 41.744735, 76.086639, 12.234999
a1464, 42.031494, 75.405212, 18.389999
a1464, 42.068615, 73.081329, 21.626667
a1464, 42.298358, 74.833923, 16.465
a1464, 42.040096, 73.489563, 34.944999
a1464, 41.876617, 74.396392, 27.642879
a1464, 42.218528, 73.643096, 25.219999
a1464, 42.159702, 75.208801, 52.626667
a1464, 42.432407, 72.316467, 89.11
a1464, 41.965438, 71.886688, 17.196666
a1464, 41.955505, 74.627349, 95.064521
a1464, 41.662406, 76.118042, 13.2325
a1464, 41.928272, 77.500183, 106.86261
a1464, 42.235218, 76.325897, 28.957052
a1464, 42.136955, 74.173736, 54.332859
a1464, 41.998996, 74.172454, 79.283569
a1464, 42.259658, 73.750579, 62.986053
a1464, 42.017707, 75.207733, 25.011667
a1464, 41.958339, 75.034545, 68.71083
a1464, 41.540554, 76.940948, 22.781969
a1464, 42.332618, 76.682006, 38.443332
a1464, 42.229847, 73.913543, 14.754487
a1464, 41.850429, 74.65625, 33.269847
a1464, 42.022304, 73.024261, 102.46333
a1464, 42.321041, 74.306671, 65.53833
a1464, 42.180255, 75.743988, 23.691667
a1464, 42.128231, 74.50003, 141.10328
a1464, 41.81129, 74.806976, 34.529872
a1464, 42.252624, 100.47985, 5.1683335
a1464, 42.054874, 74.151886, 20.521667
a1464, 41.952056, 71.416931, 80.61
a1464, 42.267929, 74.448394, 117.87231
a1464, 42.185443, 75.295043, 146.10499
a1464, 42.219089, 74.078674, 67.927757
a1464, 42.004608, 75.194, 195.3403
a1464, 41.922222, 75.825347, 24.058332
a1464, 42.271041, 75.714019, 32.849849
a1464, 41.572731, 75.476989, 89.199287
a1464, 41.648605, 75.247406, 208.24333
a1464, 42.299182, 73.907074, 147.41967
a1464, 42.104129, 73.977783, 27.76
a1464, 41.83897, 77.537048, 83.061431
a1464, 42.029296, 75.564483, 48.263332
a1464, 41.712257, 74.992736, 32.435001
a1464, 42.283721, 76.429473, 13.59119
a1464, 41.62968, 76.26123, 66.955001
a1464, 41.899398, 74.44345, 20.334999
a1464, 41.768013, 77.360321, 36.915
a1464, 42.613792, 74.738403, 81.649734
a1464, 41.756218, 74.535156, 132.82016
a1464, 42.070961, 75.167175, 20.236665
a1464, 42.225578, 75.296997, 21.141666
a1464, 42.185524, 73.112854, 64.845954
a1464, 42.270267, 72.596069, 53.45
a1464, 41.611568, 74.083709, 13.298333
a1464, 42.041881, 74.737304, 50.669998
a1464, 42.509006, 76.290252, 44.336765
a1464, 41.698917, 75.2742, 52.465175
a1464, 42.019878, 73.54129, 12.805
a1464, 41.715282, 74.06607, 133.83667
a1464, 42.157733, 76.19104, 31.639848
a1464, 42.072666, 75.039764, 73.919998
a1464, 41.821468, 73.882873, 109.07547
a1464, 41.839214, 76.901947, 33.75
a1464, 41.921695, 74.345001, 75.99308
a1464, 41.747581, 75.644928, 15.989999
a1464, 41.960456, 74.749939, 25.077381
a1464, 41.857608, 73.013763, 42.418335
a1464, 42.082748, 74.073791, 19.983718
a1464, 42.447792, 72.617614, 97.856666
a1464, 41.776561, 72.972717, 105.75242
a1464, 41.640132, 73.358215, 10.901666
a1464, 41.795143, 73.112762, 37.986667
a1464, 41.733356, 75.778869, 36.039047
a1464, 42.220203, 75.915588, 53.159118
a1464, 42.530029, 74.688476, 63.111427
a1464, 41.836914, 74.252227, 29.529167
a1464, 41.905281, 75.656066, 67.77436
a1464, 42.506744, 75.891449, 72.105178
a1464, 41.730876, 75.608825, 27.829999
a1464, 41.508529, 74.246002, 36.228332
a1464, 42.28944, 71.953979, 31.579999
a1464, 41.997234, 74.384643, 117.7769
a1464, 41.89719, 73.7229, 122.77806
a1464, 42.044357, 72.332275, 29.916212
a1464, 42.1277, 76.156738, 14.994999
a1464, 41.906414, 74.977386, 45.477726
a1464, 42.56855, 74.079315, 104.47143
a1464, 41.96915, 75.308319, 32.331665
a1464, 42.414512, 74.337463, 43.882858
a1464, 42.304145, 74.89569, 12.67
a1464, 42.511097, 72.331695, 10.091666
a1464, 42.791408, 75.411407, 76.746666
a1464, 41.514389, 75.272522, 64.836906
a1464, 41.431797, 74.514526, 99.635955
a1464, 42.283939, 75.06723, 36.514999
a1464, 42.274375, 74.042419, 25.904394
a1464, 41.845386, 75.150909, 42.028331
a1464, 42.028869, 75.66455, 55.359241
a1464, 41.377731, 74.321258, 78.091667
a1464, 42.509563, 73.300415, 117.64798
a1464, 41.698547, 76.042785, 136.8625
a1464, 41.641559, 74.05957, 28.94
a1464, 42.200981, 75.339935, 107.04245
a1464, 41.833709, 75.485656, 94.135002
a1464, 42.335132, 76.764373, 18.478332
a1464, 42.629917, 71.560272, 55.951667
a1464, 42.543239, 74.789978, 92.995452
a1464, 42.080272, 73.432281, 14.451666
a1464, 41.405002, 74.045074, 10.329999
a1464, 42.509689, 74.555664, 74.47879
a1464, 41.557235, 252.81759, 5.4516668
a1464, 41.824958, 73.641265, 10.114999
a1464, 42.2331, 73.621948, 52.478332
a1464, 41.857437, 74.118286, 90.397499
a1464, 41.396423, 74.28012, 101.17333
a1464, 41.836601, 73.339752, 78.423332
a1464, 42.282821, 74.338684, 25.478332
a1464, 42.100345, 74.722045, 41.251667
a1464, 41.783115, 75.557678, 47.348724
a1464, 42.275318, 73.6539, 30.998333
a1464, 42.021205, 76.383941, 42.839168
a1464, 41.859836, 74.290802, 156.06631
a1464, 41.600753, 72.080139, 82.516113
a1464, 42.238792, 75.546295, 34.094486
a1464, 41.784698, 73.747833, 23.163333
a1464, 42.024604, 75.476043, 45.043335
a1464, 42.609832, 75.402038, 6.2933335
a1464, 42.480751, 74.818512, 87.489997
a1464, 41.736896, 75.772399, 76.64833
a1464, 42.309768, 76.312469, 61.826667
a1464, 42.416061, 76.095397, 62.423431
a1464, 42.104003, 75.853729, 12.50738
a1464, 42.002494, 75.7359, 95.703331
a1464, 41.666179, 77.584747, 34.661666
a1464, 41.941825, 74.854827, 62.63245
a1464, 41.858032, 74.43927, 57.847755
a1464, 41.711273, 73.973785, 97.299163
a1464, 41.58599, 75.305847, 67.556762
a1464, 42.374748, 75.090057, 35.614803
a1464, 41.99966, 75.572967, 70.047378
a1464, 41.58385, 75.973785, 12.635
a1464, 42.421505, 74.633972, 16.633333
a1464, 41.448181, 74.918121, 50.638332
a1464, 42.003837, 74.569946, 37.495304
a1464, 41.984382, 73.683471, 19.24119
a1464, 42.771904, 74.986328, 72.834854
a1464, 41.425991, 75.465118, 25.211666
a1464, 42.31874, 72.67929, 55.094711
a1464, 42.057106, 75.14624, 59.284999
a1464, 42.721473, 74.409851, 54.575
a1464, 41.823627, 76.253784, 94.542717
a1464, 41.605026, 74.137573, 37.29
a1464, 41.925003, 75.491882, 28.793718
a1464, 41.728183, 73.908386, 10.888333
a1464, 42.369602, 75.5018, 25.206539
a1464, 42.108623, 73.156311, 165.16156
a1464, 42.030674, 75.611114, 35.95343
a1464, 41.883678, 73.538513, 80.013595
a1464, 41.620151, 75.873657, 110.64499
a1464, 42.133792, 74.239868, 133.25177
a1464, 41.827484, 73.62387, 28.61119
a1464, 42.019676, 75.146392, 103.76499
a1464, 41.819019, 74.819854, 42.360099
a1464, 42.079204, 75.054595, 40.969387
a1464, 42.266223, 75.797637, 113.25333
a1464, 41.714317, 76.065765, 75.451667
a1464, 42.293811, 75.762512, 70.314758
a1464, 41.548019, 75.342407, 62.961666
a1464, 42.009292, 73.670257, 135.59095
a1464, 41.975856, 75.186401, 72.839447
a1464, 41.788253, 75.722168, 35.449585
a1464, 42.062774, 74.425354, 23.459241
a1464, 42.127906, 73.420562, 102.21167
a1464, 41.631805, 218.38696, 5.1692423
a1464, 42.23981, 73.90866, 33.606666
a1464, 42.286907, 75.14035, 32.166191
a1464, 42.178382, 75.868804, 176.39439
a1464, 42.319713, 75.868957, 70.31237
a1464, 41.78453, 74.95578, 19.159048
a1464, 41.868915, 77.961212, 37.262916
a1464, 41.900871, 75.527862, 26.171667
a1464, 41.909648, 76.309509, 96.948333
a1464, 42.033676, 75.234436, 20.192949
a1464, 41.726905, 73.284698, 55.954803
a1464, 42.140884, 74.259246, 130.48167
a1464, 41.817077, 76.794464, 28.621191
a1464, 42.073913, 74.336914, 17.723094
a1464, 41.799949, 75.943908, 17.889999
a1464, 42.099838, 75.417144, 62.044998
a1464, 41.91135, 75.26004, 28.379848
a1464, 42.142719, 75.839752, 76.392913
a1464, 42.720222, 75.280822, 88.585952
a1464, 41.87701, 73.17871, 98.589447
a1464, 42.271625, 72.99002, 27.553333
a1464, 42.346775, 75.191711, 73.562919
a1464, 42.181831, 72.985748, 31.454523
a1464, 41.611549, 72.780029, 65.513336
a1464, 41.374691, 75.249084, 17.815
a1464, 41.943336, 73.437927, 91.934104
a1464, 41.953064, 73.497833, 50.756931
a1464, 42.050746, 75.520599, 139.10646
a1464, 42.05146, 74.48944, 50.939582
a1464, 42.26194, 75.298034, 76.993331
a1464, 42.110431, 72.487884, 25.069999
a1464, 42.620941, 74.904083, 36.578636
a1464, 42.363346, 75.588867, 25.322877
a1464, 42.055015, 76.35913, 82.736412
a1464, 42.501956, 73.034271, 93.68
a1464, 41.695842, 75.633911, 49.026668
a1464, 41.93943, 75.325256, 24.268333
a1464, 42.346805, 73.212249, 30.516794
a1464, 42.195243, 74.478363, 110.84362
a1464, 42.258758, 75.847503, 41.671665
a1464, 42.556983, 75.148101, 24.444047
a1464, 41.59679, 75.968963, 56.914215
a1464, 41.676033, 75.967987, 10.993332
a1464, 41.508865, 74.428863, 64.4748
a1464, 42.594909, 75.510803, 34.986667
a1464, 42.184593, 73.685119, 60.648811
a1464, 41.783111, 74.899383, 6.6550002
a1464, 42.039314, 75.351684, 13.646666
a1464, 41.82389, 74.120178, 144.15666
a1464, 41.7327, 76.094329, 29.415
a1464, 42.365562, 74.840393, 80.533073
a1464, 42.561561, 75.25888, 16.194999
a1464, 42.10514, 76.392181, 58.599582
a1464, 41.689769, 74.840118, 96.330001
a1464, 41.37862, 74.514312, 121.43707
a1464, 41.868209, 77.932922, 93.569389
a1464, 42.288005, 73.591491, 152.90547
a1464, 42.002506, 74.368927, 19.09
a1464, 42.357181, 75.705596, 7.9850001
a1464, 41.993873, 73.544616, 87.644996
a1464, 41.712436, 75.575714, 18.291666
a1464, 41.870697, 76.113525, 49.781272
a1464, 41.934726, 73.890319, 23.790714
a1464, 42.769115, 76.04187, 110.9961
a1464, 42.230804, 75.254119, 34.011665
a1464, 41.50732, 73.986724, 163.99874
a1464, 41.867042, 77.350769, 53.119998
a1464, 42.113102, 74.310546, 18.552499
a1464, 41.371051, 74.867157, 23.725
a1464, 42.121078, 74.779632, 32.33295
a1464, 42.593524, 73.559936, 67.211669
a1464, 42.57397, 75.100402, 105.78019
a1464, 41.846637, 75.000152, 94.483093
a1464, 42.373325, 74.831512, 75.805725
a1464, 41.519332, 74.034118, 153.08595
a1464, 41.885864, 73.576904, 72.743331
a1464, 42.418064, 74.89746, 40.638095
a1464, 41.680347, 74.731292, 92.108329
a1464, 41.676116, 73.846588, 56.075
a1464, 42.023284, 75.700347, 35.173332
a1464, 41.535583, 74.278686, 65.846664
a1464, 42.186264, 74.951995, 55.271667
a1464, 41.633476, 75.756439, 87.724998
a1464, 41.98331, 73.039062, 104.93166
a1464, 41.881092, 75.594055, 62.075477
a1464, 42.404899, 74.88861, 31.380714
a1464, 42.180637, 73.72052, 120.96167
a1464, 41.875106, 76.089355, 13.14
a1464, 42.865222, 74.500122, 94.314216
a1464, 41.398197, 75.382049, 33.862499
a1464, 41.831741, 75.513153, 92.330001
a1464, 41.755687, 75.24176, 118.20741
a1464, 41.549858, 74.032104, 20.061666
a1464, 41.751411, 74.713226, 64.791313
a1464, 41.983715, 74.574188, 28.0
a1464, 41.695995, 73.838226, 54.103332
a1464, 42.384071, 73.405761, 12.853333
a1464, 42.464832, 75.486022, 12.726666
a1464, 41.949161, 74.478027, 40.552619
a1464, 42.054355, 75.273864, 104.25651
a1464, 41.611743, 75.701416, 81.355003
a1464, 41.955493, 76.143493, 38.461666
a1464, 42.208293, 74.192321, 29.151666
a1464, 42.240947, 73.476745, 47.098331
a1464, 42.303478, 75.488616, 48.135303
a1464, 41.466201, 76.73764, 25.649999
a1464, 41.647209, 73.792083, 47.988334
a1464, 41.484436, 75.908935, 26.769166
a1464, 42.46025, 74.066619, 22.135
a1464, 42.214778, 73.235504, 53.318531
a1464, 42.666626, 74.59616, 60.073333
a1464, 42.334323, 76.599212, 23.913333
a1464, 42.330406, 75.475067, 48.123333
a1464, 42.224029, 75.598724, 99.259445
a1464, 42.205249, 73.690002, 36.189998
a1464, 42.360611, 73.673553, 31.487051
a1464, 42.531902, 76.923767, 100.98303
a1464, 41.563285, 76.804199, 92.666595
a1464, 42.159931, 73.315765, 63.748485
a1464, 41.5928, 74.453277, 127.23368
a1464, 41.802539, 75.338348, 90.015953
a1464, 41.683914, 74.926696, 15.154999
a1464, 41.939338, 76.787506, 103.68
a1464, 42.105064, 74.837677, 7.0883331
a1464, 42.015598, 58.096466, 11.968333
a1464, 42.010234, 76.25711, 43.369613
a1464, 42.084728, 74.889007, 84.471458
a1464, 42.138107, 75.339416, 34.951667
a1464, 42.161495, 74.325439, 90.426193
a1464, 41.789775, 75.335601, 49.715
a1464, 42.016925, 75.929779, 45.557819
a1464, 41.908371, 74.394561, 18.961666
a1464, 41.617782, 75.102752, 17.17
a1464, 41.580074, 75.247589, 27.281061
a1464, 42.093627, 74.872802, 87.074996
a1464, 42.242095, 77.063201, 83.933334
a1464, 41.892414, 75.823059, 56.471469
a1464, 42.33879, 74.214904, 96.275001
a1464, 41.735431, 74.409606, 60.555
a1464, 41.816642, 75.052307, 54.756595
a1464, 41.850086, 72.270324, 72.465713
a1464, 41.647983, 74.685974, 36.351665
a1464, 42.043216, 74.660003, 30.959999
a1464, 42.088016, 74.438995, 77.863098
a1464, 41.437309, 73.493255, 153.85667
a1464, 42.005081, 74.813781, 121.11
a1464, 41.932167, 74.026519, 60.5
a1464, 42.030407, 76.812072, 111.4053
a1464, 42.105964, 74.118469, 30.118333
a1464, 41.844444, 75.754608, 62.183334
a1464, 42.700153, 73.292816, 7.8711905
a1464, 41.321739, 77.260559, 30.829999
a1464, 42.271373, 74.559112, 37.619167
a1464, 42.062294, 74.653442, 24.382576
a1464, 42.192539, 75.788055, 54.755832
a1464, 42.036018, 75.266845, 100.44833
a1464, 42.185791, 72.765808, 71.723335
a1464, 41.601463, 75.614166, 61.266212
a1464, 41.851387, 76.053527, 66.09214
a1464, 42.099323, 73.555786, 5.6483335
a1464, 41.956722, 75.152313, 93.815879
a1464, 42.054451, 74.908477, 27.063333
a1464, 41.606056, 73.806701, 47.341968
a1464, 42.122531, 74.510498, 34.733333
a1464, 42.315197, 74.492248, 64.525001
a1464, 41.498386, 75.55899, 49.218334
a1464, 41.81081, 73.491699, 68.879051
a1464, 42.054904, 75.867187, 63.927501
a1464, 41.855686, 74.850189, 90.760002
a1464, 42.074855, 77.150329, 59.0
a1464, 42.105396, 76.878082, 87.143333
a1464, 42.455215, 75.273956, 36.02
a1464, 42.180328, 75.155365, 32.471668
a1464, 42.073837, 73.703491, 130.47999
a1464, 42.069824, 75.155181, 18.297857
a1464, 41.963367, 75.689086, 108.29563
a1464, 41.902813, 75.811248, 42.375759
a1464, 42.240161, 73.507782, 69.758331
a1464, 41.873947, 74.266449, 41.409999
a1464, 42.128452, 75.103363, 19.308332
a1464, 41.967826, 73.226287, 84.753074
a1464, 42.014232, 73.287292, 31.701061
a1464, 41.590652, 75.257812, 51.547382
a1464, 41.502727, 74.607849, 77.933334
a1464, 42.303676, 77.589843, 124.85166
a1464, 41.62598, 72.929718, 29.045
a1464, 41.863876, 73.177551, 58.544998
a1464, 42.389881, 455.85298, 5.5592422
a1464, 41.651111, 75.550689, 31.141666
a1464, 42.230541, 72.743042, 79.296669
a1464, 41.525402, 76.19461, 37.229999
a1464, 41.928726, 72.930236, 146.75196
a1464, 42.392471, 75.521514, 33.708095
a1464, 42.163002, 74.059478, 132.16368
a1464, 42.621082, 77.740203, 58.238334
a1464, 41.436962, 75.031158, 209.45428
a1464, 41.71405, 73.817382, 126.55999
a1464, 41.558536, 75.339294, 128.74249
a1464, 41.420841, 74.549072, 102.45394
a1464, 41.644104, 74.780181, 70.759925
a1464, 42.230762, 71.498565, 41.375511
a1464, 42.461978, 76.043548, 110.07611
a1464, 42.107387, 73.381622, 50.653331
a1464, 42.839805, 73.448455, 117.19999
a1464, 41.517684, 73.481842, 38.783462
a1464, 42.041526, 74.93988, 21.156211
a1464, 42.341236, 74.278991, 159.96551
a1464, 42.0718, 74.698608, 101.0475
a1464, 42.154705, 75.889831, 48.185001
a1464, 42.763217, 74.947601, 118.28333
a1464, 41.791263, 72.466735, 91.807754
a1464, 41.860786, 74.166381, 27.598333
a1464, 42.275772, 73.976287, 77.051666
a1464, 42.338283, 73.913726, 78.191665
a1464, 41.975345, 77.079528, 191.26666
a1464, 41.664032, 74.484832, 11.21
a1464, 42.574264, 74.651916, 22.258333
a1464, 41.688472, 75.639984, 43.669563
a1464, 42.126483, 76.017181, 46.65295
a1464, 41.676933, 74.004364, 34.154216
a1464, 42.11507, 76.29779, 20.551666
a1464, 41.917133, 74.07666, 136.39357
a1464, 42.086818, 75.779235, 52.408332
a1464, 41.711055, 73.886718, 13.943333
a1464, 41.9939, 74.982269, 72.569526
a1464, 41.727691, 73.518127, 116.81547
a1464, 42.135871, 73.199981, 7.6716666
a1464, 42.247196, 75.826141, 35.194999
a1464, 42.320407, 73.738555, 13.863333
a1464, 42.002506, 73.341552, 89.639694
a1464, 41.823623, 73.472808, 82.722564
a1464, 42.035083, 143.48742, 9.2033329
a1464, 41.961055, 75.685394, 54.972179
a1464, 42.225231, 74.005157, 28.538333
a1464, 42.47459, 74.969512, 62.338508
a1464, 41.677505, 75.797668, 67.900383
a1464, 41.905612, 75.383361, 56.055
a1464, 41.840675, 73.713287, 70.663597
a1464, 41.751697, 75.318969, 75.42781
a1464, 42.090427, 76.376373, 36.057819
a1464, 41.429576, 73.39801, 104.7181
a1464, 41.892829, 76.004516, 65.194648
a1464, 41.796028, 73.627136, 73.595451
a1464, 41.957695, 72.573822, 60.40343
a1464, 41.985317, 74.455688, 58.222545
a1464, 42.286766, 75.683013, 39.751667
a1464, 41.518379, 74.717437, 12.75738
a1464, 41.73241, 73.54245, 169.03257
a1464, 42.2579, 73.437439, 12.515
a1464, 41.831409, 75.421203, 12.510714
a1464, 42.350997, 76.504638, 5.6833334
