Particle, PH, ToF, MCP PH
a1400, 39.927425, 74.360015, 47.185001
a1400, 39.673923, 73.060424, 91.033699
a1400, 40.004993, 75.03601, 40.964393
a1400, 40.406471, 75.38504, 61.825
a1400, 41.181934, 72.459259, 85.966926
a1400, 40.748241, 73.638061, 65.595001
a1400, 40.277664, 75.251464, 27.933332
a1400, 39.692115, 74.386871, 30.899616
a1400, 40.018077, 74.262603, 79.426902
a1400, 40.850902, 73.646331, 18.496666
a1400, 39.969005, 74.383087, 80.605514
a1400, 40.791328, 74.598815, 28.266666
a1400, 40.831501, 74.483429, 16.055
a1400, 40.31805, 73.3208, 44.633335
a1400, 39.939289, 74.64682, 109.60547
a1400, 40.321914, 74.397705, 124.84333
a1400, 40.840404, 75.953155, 11.103333
a1400, 40.447261, 73.247497, 28.471666
a1400, 40.057453, 75.38272, 77.441665
a1400, 40.242717, 75.141662, 12.868332
a1400, 40.975921, 76.239379, 27.761667
a1400, 40.813743, 73.143829, 60.489582
a1400, 40.455448, 74.128723, 72.006668
a1400, 40.607025, 73.9859, 87.081665
a1400, 41.101623, 76.308532, 87.898788
a1400, 40.903953, 76.976654, 12.167857
a1400, 39.772098, 75.638153, 63.639446
a1400, 40.441391, 76.103515, 158.40499
a1400, 40.692501, 74.53543, 32.349048
a1400, 39.87754, 76.433807, 90.031669
a1400, 41.159736, 73.075958, 55.186668
a1400, 40.193363, 73.491821, 73.553337
a1400, 39.959331, 72.364013, 78.580505
a1400, 40.428772, 73.358947, 12.406666
a1400, 40.664196, 75.773223, 61.476665
a1400, 41.008171, 73.569671, 18.549999
a1400, 39.553833, 73.905578, 39.525001
a1400, 40.02013, 73.910125, 61.096904
a1400, 39.888938, 75.913604, 33.778331
a1400, 39.924778, 75.141815, 54.861969
a1400, 41.122596, 73.561279, 42.63591
a1400, 40.420661, 76.290771, 38.713333
a1400, 39.092056, 76.47702, 30.059999
a1400, 40.569091, 73.394775, 58.423332
a1400, 39.806373, 74.262359, 67.952117
a1400, 40.546913, 73.767608, 8.3549995
a1400, 40.435615, 73.966217, 80.981842
a1400, 38.65773, 75.483001, 48.604606
a1400, 40.237186, 75.67456, 15.771666
a1400, 40.06491, 74.616546, 66.470001
a1400, 40.353786, 75.661285, 92.278335
a1400, 40.235881, 74.290191, 19.456666
a1400, 39.795799, 74.16864, 45.645
a1400, 39.84045, 76.377349, 26.261154
a1400, 40.335372, 76.118133, 16.926666
a1400, 39.731052, 75.787506, 57.263332
a1400, 40.612308, 75.020294, 183.3432
a1400, 41.153743, 77.576599, 5.23
a1400, 40.574516, 73.490387, 5.4283332
a1400, 40.288024, 75.28775, 49.558334
a1400, 40.538063, 75.207916, 13.586667
a1400, 40.421806, 76.019744, 47.931667
a1400, 41.05204, 74.083831, 57.919284
a1400, 39.722198, 71.443542, 5.6350002
a1400, 40.797317, 72.267395, 39.218334
a1400, 40.056041, 75.46289, 63.679523
a1400, 40.288936, 73.959045, 83.499229
a1400, 40.886638, 74.837951, 134.21778
a1400, 40.379966, 76.739166, 62.689525
a1400, 39.97504, 74.743011, 30.152879
a1400, 41.147037, 74.926879, 99.998336
a1400, 40.677272, 74.17807, 71.769874
a1400, 40.253456, 75.890869, 85.934654
a1400, 39.676254, 74.795227, 18.500713
a1400, 40.571376, 75.902465, 32.970001
a1400, 40.419086, 75.871734, 58.900001
a1400, 40.23722, 73.923889, 34.468334
a1400, 40.503326, 75.157196, 20.115833
a1400, 40.799396, 76.521484, 39.53976
a1400, 40.733509, 74.542083, 23.048334
a1400, 40.005809, 74.692443, 132.44923
a1400, 39.746971, 74.99823, 35.550128
a1400, 41.289299, 77.85028, 30.156665
a1400, 39.952037, 75.117462, 75.086669
a1400, 39.726825, 73.411773, 71.434997
a1400, 39.608509, 73.704986, 59.079525
a1400, 40.101184, 77.080932, 33.952381
a1400, 40.0998, 75.268798, 23.358333
a1400, 40.047306, 73.893219, 27.716667
a1400, 40.545543, 74.28305, 177.96023
a1400, 40.934894, 75.181366, 76.459442
a1400, 40.037811, 77.528778, 120.22979
a1400, 40.018917, 74.016845, 33.400001
a1400, 39.632347, 75.85144, 26.603332
a1400, 39.853733, 76.047332, 104.04666
a1400, 39.952285, 74.39215, 34.234394
a1400, 40.166637, 75.325408, 21.271667
a1400, 39.528759, 74.892517, 35.950714
a1400, 40.109352, 74.501953, 18.123333
a1400, 40.400848, 73.954925, 23.59218
a1400, 40.243076, 75.161804, 86.553848
a1400, 39.806091, 74.845977, 53.284999
a1400, 40.596092, 75.642395, 24.903333
a1400, 40.417701, 75.233001, 126.70736
a1400, 41.276344, 75.294494, 30.813333
a1400, 41.242752, 73.914398, 136.62666
a1400, 40.19614, 74.842712, 38.388637
a1400, 40.802047, 75.824157, 145.61888
a1400, 41.163345, 73.89746, 51.908725
a1400, 39.817737, 74.588378, 153.82012
a1400, 40.871692, 75.759338, 84.64611
a1400, 39.960788, 75.0466, 91.972564
a1400, 40.569606, 75.176208, 91.759445
a1400, 41.126575, 75.113983, 42.906211
a1400, 40.236328, 76.483337, 30.264999
a1400, 40.384899, 73.875213, 130.9814
a1400, 40.038662, 74.281707, 106.59166
a1400, 39.725997, 76.167541, 50.205001
a1400, 40.912036, 75.033844, 152.81759
a1400, 40.212215, 77.338775, 102.05291
a1400, 39.64381, 76.187225, 80.998809
a1400, 40.760372, 74.9122, 80.256668
a1400, 39.869899, 76.437194, 60.343334
a1400, 39.194191, 75.216735, 29.649999
a1400, 40.735622, 73.728027, 44.459285
a1400, 41.224315, 72.924285, 56.735477
a1400, 40.071991, 77.858551, 34.342498
a1400, 40.844596, 71.920623, 20.073333
a1400, 40.339927, 75.331665, 44.466667
a1400, 40.08155, 75.934021, 36.708332
a1400, 40.361236, 75.321991, 30.308332
a1400, 40.793186, 75.356597, 211.55299
a1400, 40.550693, 73.201232, 27.196281
a1400, 39.899707, 73.688324, 8.5466671
a1400, 39.986286, 74.305572, 23.293333
a1400, 40.636325, 74.784484, 39.133182
a1400, 39.498355, 75.66275, 90.705001
a1400, 40.008274, 75.749542, 15.88
a1400, 40.301143, 74.251586, 43.378727
a1400, 40.511268, 75.875183, 77.663574
a1400, 40.051036, 74.010894, 28.183332
a1400, 40.094844, 75.172607, 10.15119
a1400, 40.181255, 74.805877, 35.384761
a1400, 39.982097, 73.97113, 38.908332
a1400, 41.182323, 74.165008, 47.113334
a1400, 39.684516, 74.547607, 52.093334
a1400, 40.795642, 75.669433, 15.903333
a1400, 39.871051, 74.986663, 58.502121
a1400, 39.245025, 76.715423, 33.253334
a1400, 40.801769, 74.398864, 6.8116664
a1400, 40.824897, 75.256988, 12.314999
a1400, 40.298976, 75.03247, 134.34982
a1400, 40.341396, 73.635894, 55.869243
a1400, 41.019432, 73.30484, 22.933095
a1400, 40.224811, 75.66632, 15.896666
a1400, 39.7644, 74.428527, 5.7600002
a1400, 39.981086, 75.011535, 40.144523
a1400, 40.191837, 75.039947, 13.714524
a1400, 41.163234, 73.784606, 7.5533332
a1400, 39.885608, 76.284881, 146.11485
a1400, 39.741062, 76.241546, 47.788333
a1400, 39.936382, 75.069366, 43.507808
a1400, 40.60522, 75.23822, 51.195835
a1400, 40.714752, 75.241882, 47.673332
a1400, 39.750949, 75.774292, 109.96692
a1400, 39.644779, 75.667999, 37.179241
a1400, 41.187641, 74.591583, 107.45005
a1400, 39.043342, 75.871551, 64.224998
a1400, 40.499893, 75.939086, 38.563331
a1400, 40.508194, 75.021942, 51.246666
a1400, 39.9155, 75.345367, 23.329999
a1400, 40.531192, 73.941009, 93.661666
a1400, 39.923824, 76.356079, 68.759521
a1400, 40.367523, 74.714325, 85.394996
a1400, 39.758346, 75.124786, 36.23619
a1400, 40.037109, 74.699615, 48.726188
a1400, 40.218853, 73.463195, 13.52
a1400, 39.726352, 75.650451, 33.509998
a1400, 40.235183, 73.658477, 114.87255
a1400, 39.665111, 74.448547, 103.30856
a1400, 40.14978, 76.063476, 42.121666
a1400, 41.186851, 73.661132, 65.841056
a1400, 39.504127, 76.78656, 23.302499
a1400, 39.736663, 72.624877, 32.022914
a1400, 39.639778, 75.512451, 45.466667
a1400, 40.320919, 74.518707, 56.409999
a1400, 40.12186, 76.368682, 73.506668
a1400, 38.886184, 74.197967, 21.819166
a1400, 40.896198, 75.256378, 54.146667
a1400, 40.390464, 73.876953, 82.184166
a1400, 40.172184, 73.139373, 61.349998
a1400, 39.865158, 76.360717, 86.355728
a1400, 41.310466, 76.795227, 111.17842
a1400, 39.890125, 75.753997, 31.68
a1400, 40.295455, 72.442565, 68.558334
a1400, 40.984802, 74.950042, 44.656665
a1400, 39.648384, 75.481048, 153.86698
a1400, 40.290027, 75.829162, 41.150001
a1400, 39.68991, 74.286682, 5.6483335
a1400, 39.912944, 75.256927, 28.159999
a1400, 39.815712, 74.972076, 50.379116
a1400, 39.952446, 74.733673, 54.57619
a1400, 39.629886, 74.356781, 64.481819
a1400, 40.407562, 72.183685, 44.325
a1400, 40.389156, 74.051116, 63.811668
a1400, 40.017196, 74.618072, 29.806667
a1400, 39.813823, 78.034118, 96.535949
a1400, 39.638702, 75.158477, 43.366794
a1400, 40.392181, 74.121704, 141.51841
a1400, 39.879131, 75.672088, 100.75369
a1400, 40.608684, 75.254303, 20.036666
a1400, 39.507946, 73.632568, 5.5333333
a1400, 39.986003, 76.485931, 14.433333
a1400, 40.26699, 73.669494, 83.915
a1400, 40.884906, 74.590087, 6.6983332
a1400, 40.016056, 74.630737, 68.805389
a1400, 40.095779, 72.806671, 67.222381
a1400, 39.481624, 75.417266, 32.205001
a1400, 39.536453, 75.839721, 34.542499
a1400, 40.022659, 75.322601, 74.819999
a1400, 40.009979, 75.593078, 82.061668
a1400, 39.632339, 75.221466, 69.139114
a1400, 40.45388, 73.052856, 121.67547
a1400, 39.024749, 76.814239, 22.17
a1400, 40.608039, 72.486572, 15.873333
a1400, 39.750297, 76.492157, 95.717056
a1400, 40.181514, 76.026031, 116.26985
a1400, 40.307025, 73.867095, 39.041667
a1400, 40.455905, 75.471008, 106.32132
a1400, 40.861583, 75.495819, 12.035714
a1400, 40.593833, 74.701263, 27.646667
a1400, 39.356857, 75.633728, 88.741317
a1400, 41.014896, 74.71521, 48.029583
a1400, 40.73386, 75.262756, 94.93016
a1400, 40.71278, 75.45166, 17.559999
a1400, 40.304363, 75.751342, 46.389999
a1400, 40.074405, 74.232055, 15.126428
a1400, 40.331584, 74.243682, 101.51277
a1400, 40.820785, 73.785461, 158.72874
a1400, 41.041179, 75.311431, 5.4783334
a1400, 39.612831, 72.45404, 73.226669
a1400, 40.004642, 74.567199, 48.099998
a1400, 39.945987, 75.123016, 65.356666
a1400, 41.268589, 75.43695, 64.349762
a1400, 40.572731, 75.389923, 90.678337
a1400, 40.589325, 75.67099, 118.69999
a1400, 40.189155, 76.051116, 19.551969
a1400, 39.858013, 72.028961, 70.878334
a1400, 40.512771, 72.383728, 41.54
a1400, 39.832065, 74.446075, 69.863334
a1400, 39.481376, 75.037719, 134.23356
a1400, 39.980884, 73.194793, 93.015716
a1400, 39.815933, 72.928375, 130.54737
a1400, 39.62041, 76.68338, 62.746666
a1400, 40.663662, 76.80426, 33.697818
a1400, 40.296695, 76.213623, 45.922893
a1400, 40.968261, 74.363494, 33.848636
a1400, 41.054702, 73.416656, 157.88583
a1400, 40.770011, 73.631591, 86.34143
a1400, 40.367958, 74.884429, 64.499214
a1400, 40.068557, 76.211456, 44.818847
a1400, 40.607868, 75.545013, 70.021667
a1400, 40.688449, 74.278656, 29.00782
a1400, 40.529438, 73.815155, 32.93
a1400, 39.349102, 75.176178, 37.878486
a1400, 39.785457, 74.392822, 18.170713
a1400, 39.920509, 73.725097, 93.990097
a1400, 40.897781, 76.682861, 57.933334
a1400, 40.412574, 73.715881, 74.945724
a1400, 41.148628, 75.078674, 74.220237
a1400, 40.409469, 72.380828, 22.286666
a1400, 41.032337, 74.87854, 77.690002
a1400, 40.354763, 73.859375, 37.118095
a1400, 38.933143, 76.133239, 48.57143
a1400, 40.585002, 73.613739, 52.629089
a1400, 40.130966, 75.1315, 174.53561
a1400, 40.315513, 74.376037, 81.367805
a1400, 40.076843, 75.928527, 38.944999
a1400, 39.685936, 74.809387, 124.79304
a1400, 39.285785, 74.73529, 55.974998
a1400, 40.407756, 72.686981, 39.032577
a1400, 40.123493, 72.674957, 24.19
a1400, 41.265537, 75.604553, 118.18261
a1400, 40.978458, 75.412567, 48.046665
a1400, 40.2383, 74.937683, 68.671669
a1400, 41.024192, 76.719207, 79.689209
a1400, 40.818363, 73.309631, 25.876667
a1400, 39.691463, 73.494476, 78.866432
a1400, 39.68349, 75.198669, 23.521667
a1400, 40.736969, 75.217712, 62.255001
a1400, 39.086597, 76.994812, 12.051666
a1400, 41.16175, 75.089996, 13.039761
a1400, 40.248111, 75.762786, 32.223331
a1400, 40.210643, 75.310974, 48.811668
a1400, 39.501655, 75.800811, 87.526901
a1400, 39.194473, 75.764709, 118.46775
a1400, 40.551876, 75.994537, 19.04
a1400, 39.690681, 76.48056, 30.953332
a1400, 40.587253, 74.779235, 27.53619
a1400, 40.907321, 72.915985, 40.744998
a1400, 39.987419, 74.928619, 130.73263
a1400, 40.894332, 74.882324, 90.105194
a1400, 40.314693, 75.004882, 30.725
a1400, 40.321826, 76.410369, 67.106056
a1400, 40.244979, 75.977874, 87.833137
a1400, 40.952251, 74.377502, 74.263336
a1400, 40.23096, 74.577697, 19.526666
a1400, 40.517963, 73.98825, 71.073333
a1400, 40.51247, 75.175262, 26.909545
a1400, 40.428882, 73.595367, 57.836666
a1400, 40.461162, 75.572967, 73.383232
a1400, 40.296951, 74.220184, 17.613332
a1400, 39.686065, 73.296905, 16.532575
a1400, 39.330593, 77.338745, 76.101669
a1400, 39.799781, 76.965698, 66.979522
a1400, 39.832263, 74.11267, 37.326568
a1400, 40.369155, 73.345123, 69.861663
a1400, 40.348297, 73.920745, 72.09333
a1400, 40.159595, 74.426818, 154.5104
a1400, 40.052944, 69.449554, 5.1495237
a1400, 40.15113, 74.336364, 59.612121
a1400, 40.448764, 74.042083, 93.558769
a1400, 40.323307, 75.126647, 20.171667
a1400, 40.454124, 74.792572, 88.769996
a1400, 40.264411, 76.628936, 78.223571
a1400, 40.15456, 74.316833, 62.308334
a1400, 40.383609, 75.819458, 125.86925
a1400, 39.664753, 75.709777, 47.036666
a1400, 39.731384, 74.967895, 20.793094
a1400, 40.588443, 75.098571, 81.964134
a1400, 40.633483, 74.259704, 176.51413
a1400, 40.883152, 76.67163, 79.097053
a1400, 40.364566, 73.535797, 115.7953
a1400, 40.225894, 71.18222, 47.393333
a1400, 39.412033, 75.88388, 27.02
a1400, 40.281772, 73.179992, 15.8625
a1400, 40.211204, 76.168151, 116.51452
a1400, 39.976005, 75.747894, 45.962379
a1400, 40.828498, 74.841522, 149.5507
a1400, 40.823329, 57.545318, 5.3000001
a1400, 41.103344, 75.548706, 82.64611
a1400, 40.199028, 74.470916, 59.556667
a1400, 40.507183, 74.955993, 76.426536
a1400, 41.001384, 74.434356, 112.23102
a1400, 40.113994, 75.772796, 36.655513
a1400, 40.212867, 75.370422, 24.565
a1400, 40.627044, 72.956756, 12.629166
a1400, 40.50077, 73.613616, 96.986274
a1400, 40.222026, 74.387664, 27.979848
a1400, 40.428428, 76.131378, 60.951667
a1400, 38.969913, 75.043273, 63.166111
a1400, 40.178424, 73.601715, 57.232452
a1400, 39.94128, 74.641662, 121.58
a1400, 40.514442, 74.963989, 5.4499998
a1400, 39.693115, 74.433868, 20.058332
a1400, 39.37051, 74.669891, 35.900001
a1400, 41.222812, 75.375152, 32.950882
a1400, 40.271247, 74.390869, 81.175003
a1400, 40.3754, 75.36676, 63.299583
a1400, 39.796649, 74.508636, 63.078636
a1400, 39.765815, 75.752288, 74.154609
a1400, 40.02766, 73.781799, 135.75547
a1400, 39.946163, 76.871063, 61.855701
a1400, 40.056354, 75.385589, 24.881666
a1400, 40.664566, 75.779937, 25.343334
a1400, 39.99485, 74.690551, 75.380607
a1400, 40.619594, 74.939331, 97.513336
a1400, 40.239341, 73.089965, 18.983333
a1400, 40.024032, 75.518402, 35.75
a1400, 40.065101, 74.862396, 7.289762
a1400, 39.825504, 74.949615, 23.011667
a1400, 39.800811, 75.074401, 31.895784
a1400, 39.831462, 75.062957, 44.049999
a1400, 40.217815, 74.877044, 14.869761
a1400, 40.187942, 74.19696, 113.62944
a1400, 39.557563, 75.108215, 89.473335
a1400, 40.55336, 74.95047, 47.262916
a1400, 39.325779, 75.200256, 64.798332
a1400, 40.189781, 75.281494, 56.076667
a1400, 40.148639, 75.732543, 34.395
a1400, 40.211025, 74.724487, 33.312877
a1400, 40.36185, 74.746612, 118.64666
a1400, 40.246875, 73.317138, 90.773849
a1400, 40.714405, 77.42871, 32.674999
a1400, 40.981014, 73.806579, 101.20833
a1400, 38.881221, 75.19107, 86.863739
a1400, 40.260955, 75.658844, 49.899761
a1400, 40.099601, 75.110443, 24.326665
a1400, 39.646728, 73.637908, 46.581665
a1400, 39.690441, 76.516632, 20.2325
a1400, 40.414772, 76.922943, 143.23123
a1400, 39.520736, 73.984619, 48.334999
a1400, 40.582111, 75.112518, 21.408332
a1400, 39.401622, 76.122894, 63.541427
a1400, 39.478233, 75.811187, 29.381666
a1400, 39.707771, 75.248748, 79.392913
a1400, 40.097629, 74.17453, 85.494163
a1400, 40.468284, 72.770263, 72.188041
a1400, 39.800891, 75.876098, 42.26625
a1400, 40.195575, 75.895172, 78.620239
a1400, 40.914585, 74.063842, 102.95456
a1400, 39.709274, 74.347229, 22.563333
a1400, 40.64318, 72.327117, 45.080001
a1400, 40.712936, 74.462493, 63.496666
a1400, 39.785469, 73.706329, 64.071662
a1400, 40.530468, 72.974823, 43.898334
a1400, 39.979999, 75.170745, 43.280605
a1400, 38.804069, 75.093902, 118.2351
a1400, 39.688251, 72.827514, 59.471668
a1400, 39.688228, 74.050598, 38.675304
a1400, 40.295135, 76.551391, 71.856056
a1400, 39.789245, 74.14093, 44.838096
a1400, 40.478141, 75.308105, 41.799999
a1400, 40.562183, 75.336181, 86.029251
a1400, 40.72359, 75.632537, 106.81436
a1400, 40.301956, 76.538238, 72.488334
a1400, 40.168243, 76.279693, 5.6792426
a1400, 40.094558, 76.091095, 62.823333
a1400, 40.509426, 74.61737, 120.54091
a1400, 39.772174, 76.212646, 159.2167
a1400, 41.129394, 76.52359, 44.590713
a1400, 39.506885, 75.053772, 271.90423
a1400, 40.468536, 75.11026, 27.94
a1400, 40.574928, 76.028869, 45.005909
a1400, 40.366745, 75.012664, 13.541667
a1400, 41.015029, 75.39627, 31.286666
a1400, 40.317367, 73.244293, 96.116668
a1400, 40.015358, 74.080261, 27.836666
a1400, 40.936504, 74.009979, 21.899047
a1400, 40.97871, 74.474212, 18.369167
a1400, 40.737686, 75.272583, 5.8483333
a1400, 41.054416, 74.038604, 22.486795
a1400, 40.152214, 74.658264, 35.009525
a1400, 41.092533, 74.409851, 83.503334
a1400, 41.096019, 75.485656, 18.014999
a1400, 40.837833, 75.056823, 106.48833
a1400, 41.233917, 75.147522, 23.123333
a1400, 38.440334, 74.751434, 51.184524
a1400, 40.689464, 75.351806, 108.41921
a1400, 40.571697, 75.12207, 49.209999
a1400, 40.643234, 75.51538, 53.573432
a1400, 39.717483, 76.872985, 34.351665
a1400, 40.401504, 75.670959, 12.171667
a1400, 40.562011, 76.050201, 109.98666
a1400, 39.71965, 75.351013, 108.42781
a1400, 40.265853, 74.102569, 80.403335
a1400, 39.91695, 75.323333, 43.951427
a1400, 40.317501, 76.289886, 59.064762
a1400, 39.30756, 75.613555, 99.477432
a1400, 40.304641, 76.449798, 82.316665
a1400, 40.981983, 76.235931, 56.079563
a1400, 39.944912, 75.90979, 44.145
a1400, 39.380085, 73.697814, 9.1000003
a1400, 40.842502, 75.541259, 19.606666
a1400, 40.627052, 73.913391, 38.784999
a1400, 39.178306, 74.930542, 63.311668
a1400, 39.776012, 74.85852, 167.90362
a1400, 40.382461, 74.135589, 69.816665
a1400, 40.434112, 72.737609, 81.099998
a1400, 39.71891, 74.733612, 6.1449999
a1400, 39.950008, 76.762023, 87.693336
a1400, 39.770839, 72.611938, 46.559524
a1400, 39.94733, 76.019836, 60.083461
a1400, 39.721473, 74.984222, 62.289165
a1400, 40.69049, 72.939331, 96.628509
a1400, 39.094852, 75.444641, 57.268787
a1400, 39.707058, 76.407531, 89.04879
a1400, 39.629905, 74.622589, 139.63583
a1400, 40.004119, 74.552459, 76.64286
a1400, 41.167873, 75.453918, 59.232368
a1400, 39.859485, 75.125061, 35.509998
a1400, 40.065834, 75.702117, 53.653331
a1400, 40.029327, 75.946502, 67.495002
a1400, 39.899345, 76.167419, 73.314758
a1400, 40.910385, 74.17752, 88.486908
a1400, 39.925617, 74.55249, 54.319999
a1400, 39.406673, 73.692199, 70.888336
a1400, 39.626308, 74.658844, 37.384998
a1400, 39.777858, 75.233276, 89.472679
a1400, 39.846302, 74.455963, 100.24517
a1400, 40.359096, 76.126068, 30.247051
a1400, 39.92522, 77.117279, 127.95935
a1400, 39.665393, 75.152069, 27.418333
a1400, 40.403911, 75.914276, 60.475513
a1400, 39.612308, 73.80249, 59.378334
a1400, 40.414341, 74.070495, 21.869167
a1400, 40.74879, 77.017486, 104.45277
a1400, 39.782924, 73.896667, 109.22992
a1400, 40.375083, 74.340576, 10.159761
a1400, 40.358413, 73.498992, 48.365512
a1400, 40.485176, 77.865509, 23.29
a1400, 40.652866, 75.318878, 10.194999
a1400, 41.050304, 74.575408, 27.278333
a1400, 40.778354, 73.61145, 95.165
a1400, 40.061721, 74.471771, 58.323204
a1400, 40.090087, 75.676971, 114.58333
a1400, 40.486988, 73.713439, 61.349445
a1400, 40.942424, 75.137359, 54.409999
a1400, 39.781711, 76.090637, 29.405834
a1400, 40.096668, 72.552825, 39.585758
a1400, 39.83522, 74.679046, 8.9516668
a1400, 40.582416, 74.897491, 50.266666
a1400, 39.827652, 74.970062, 26.34119
a1400, 40.010337, 74.148376, 21.19738
a1400, 41.126812, 75.639282, 34.990001
a1400, 40.640815, 74.24707, 102.87744
a1400, 39.504989, 73.343078, 15.443182
a1400, 40.70671, 74.432403, 93.044998
a1400, 40.331035, 74.926574, 123.53954
a1400, 40.603252, 73.374572, 65.214164
a1400, 40.839542, 76.786865, 12.593333
a1400, 39.630737, 75.317779, 48.725715
a1400, 39.452919, 75.338012, 132.80928
a1400, 39.450454, 75.353271, 93.864105
a1400, 40.776676, 74.831359, 36.186538
a1400, 40.858345, 75.442718, 17.809999
a1400, 41.27552, 74.832519, 116.38049
a1400, 40.774082, 73.395935, 64.055
a1400, 40.582962, 191.45254, 5.5983333
a1400, 39.388195, 74.339416, 91.174858
a1400, 40.150337, 75.721649, 21.961666
a1400, 39.950832, 73.692382, 94.611663
a1400, 40.024231, 74.801635, 11.744999
a1400, 40.011131, 75.042663, 18.049999
a1400, 41.080909, 74.867462, 95.936111
a1400, 40.810985, 74.941803, 38.643333
a1400, 40.194294, 75.122345, 36.853332
a1400, 40.068534, 74.515899, 56.323204
a1400, 40.799087, 76.754974, 39.456665
a1400, 40.189846, 76.043335, 55.599117
a1400, 40.15776, 73.462402, 13.56
a1400, 39.844665, 77.013275, 50.855876
a1400, 39.448455, 75.744934, 25.603332
a1400, 40.805027, 73.770324, 76.471664
a1400, 40.112216, 77.055603, 59.190795
a1400, 39.461292, 76.192474, 20.736665
a1400, 40.03889, 75.986236, 49.873333
a1400, 40.297161, 75.858947, 38.338333
a1400, 39.72945, 75.37326, 50.580001
a1400, 41.232418, 75.69226, 35.329048
a1400, 40.012321, 75.701965, 69.170127
a1400, 40.134098, 74.930999, 101.59124
a1400, 40.819614, 72.973175, 58.199523
a1400, 40.80162, 72.554504, 32.146667
a1400, 40.325313, 75.352966, 19.516666
a1400, 39.735836, 71.327819, 104.56465
a1400, 39.888309, 77.561401, 107.13427
a1400, 41.067844, 74.802063, 7.7249999
a1400, 40.098415, 74.357635, 101.97881
a1400, 39.978519, 73.894653, 35.05619
a1400, 41.050579, 74.53775, 99.33403
a1400, 40.153926, 74.746307, 64.871666
a1400, 40.292938, 73.474121, 42.125701
a1400, 41.130401, 75.845611, 56.036666
a1400, 40.22446, 76.898162, 144.44258
a1400, 40.347957, 75.751068, 57.878486
a1400, 40.039722, 73.700866, 63.449089
a1400, 40.618705, 74.097656, 68.254997
a1400, 40.916694, 76.591156, 40.66476
a1400, 39.851215, 74.775604, 103.07499
a1400, 40.964641, 72.754303, 32.021667
a1400, 39.858657, 75.534545, 22.145
a1400, 40.825836, 74.078125, 79.917274
a1400, 41.202007, 75.280456, 13.183333
a1400, 39.729358, 75.514465, 58.591667
a1400, 40.25201, 72.824096, 35.363334
a1400, 40.448905, 73.281738, 26.673334
a1400, 40.627548, 72.983337, 154.01651
a1400, 39.649745, 74.761505, 90.599998
a1400, 39.901832, 77.055511, 73.260772
a1400, 40.074638, 75.431427, 31.809999
a1400, 39.991027, 75.632873, 15.861666
a1400, 39.831214, 75.09613, 124.63333
a1400, 40.752903, 76.233978, 37.736667
a1400, 39.807342, 74.080169, 15.784524
a1400, 39.687965, 74.323364, 64.586669
a1400, 39.474983, 75.838104, 12.738333
a1400, 39.980087, 74.831451, 150.05145
a1400, 40.662792, 74.651306, 22.279167
a1400, 40.698494, 72.482055, 10.579761
a1400, 39.740093, 71.48703, 97.948097
a1400, 39.822715, 76.381439, 118.9075
a1400, 39.872184, 73.997497, 42.779613
a1400, 40.778652, 75.393188, 36.286251
a1400, 39.429649, 75.367614, 77.201026
a1400, 41.061355, 74.216095, 11.611666
a1400, 41.101177, 74.273559, 28.768333
a1400, 40.155838, 72.656158, 79.442855
a1400, 40.825164, 74.283813, 107.08333
a1400, 39.629436, 74.577362, 88.74588
a1400, 41.1599, 76.260864, 30.253334
a1400, 40.550205, 73.97055, 93.305
a1400, 40.47517, 75.780487, 36.979999
a1400, 40.403091, 75.21701, 91.803337
a1400, 39.356273, 73.044647, 13.931666
a1400, 40.163677, 73.426269, 50.900001
a1400, 39.795738, 74.282409, 39.341426
a1400, 40.006328, 76.001312, 42.099998
a1400, 40.367694, 74.825378, 67.488334
a1400, 40.968673, 74.394195, 11.740714
a1400, 39.774593, 74.891082, 22.334999
a1400, 39.464767, 77.014007, 67.113334
a1400, 40.294265, 76.070068, 16.433332
a1400, 40.776184, 73.171569, 25.801666
a1400, 40.52111, 77.180114, 77.124168
a1400, 40.280105, 74.782043, 95.315002
a1400, 40.280609, 75.19046, 75.541473
a1400, 39.680637, 74.272583, 62.109523
a1400, 39.526268, 75.562103, 74.958786
a1400, 40.181514, 77.473754, 36.728332
a1400, 40.722656, 76.04248, 16.69782
a1400, 40.115264, 74.197204, 186.06776
a1400, 40.393501, 73.939849, 77.101455
a1400, 40.804622, 75.021087, 88.264473
a1400, 40.791233, 74.1492, 9.4233331
a1400, 39.334777, 73.785034, 76.126213
a1400, 40.738281, 73.959411, 60.429584
a1400, 40.872371, 73.509521, 31.895
a1400, 40.354499, 72.75653, 87.907066
a1400, 40.320503, 72.660705, 51.633182
a1400, 40.191886, 75.116241, 59.776668
a1400, 39.759342, 74.312072, 47.451667
a1400, 40.210228, 72.992279, 68.171669
a1400, 38.896678, 77.265716, 6.6783332
a1400, 39.558467, 74.3927, 43.317981
a1400, 40.128887, 76.668823, 95.108787
a1400, 39.551742, 76.120422, 30.655
a1400, 39.859993, 74.34848, 23.578332
a1400, 39.559513, 74.778198, 175.44
a1400, 40.36964, 76.404907, 72.929115
a1400, 41.041931, 15.504211, 5.2600002
a1400, 40.388431, 75.228912, 79.188331
a1400, 40.206123, 77.935394, 14.199999
a1400, 39.867511, 75.119384, 36.933334
a1400, 40.340732, 73.118194, 15.047727
