#a1464.txt, PH, ToF, MCP PH
41.926784, 102.38202000000001, 46.13705
41.717189, 101.16793999999999, 18.27
42.119396, 102.76024999999998, 44.257549
42.424526, 99.33777000000003, 71.651374
42.064552, 100.54108000000002, 130.17402
42.346687, 102.96557000000007, 94.493331
42.340827, 104.53656000000007, 83.08625
42.154396, 104.00232, 46.081665
41.78329, 101.73568999999998, 74.0
41.992279, 101.60083000000003, 76.803337
42.026222, 99.50085999999993, 62.76794
41.799846, 101.00522000000001, 11.601666
41.908241, 99.71784000000002, 123.91551
42.33942, 103.59050999999994, 29.726667
41.563873, 102.53310999999997, 33.19318
42.474777, 101.44857999999994, 25.125
42.044906, 102.43243000000001, 29.729999
42.065582, 101.43490000000008, 37.102451
41.701896, 103.06111999999996, 69.922119
41.840427, 101.22991999999999, 45.403183
42.230918, 98.89431000000008, 13.416667
41.909191, 102.20551000000006, 158.35333
42.154132, 103.72082000000006, 62.330238
42.112941, 98.32452999999998, 40.638332
42.019096, 102.81571000000002, 152.3655
41.883216, 101.58661000000001, 76.713333
42.353191, 101.93736999999999, 49.367549
42.243724, 100.11205999999999, 106.27295
41.426227, 103.99191000000002, 49.518333
42.019271, 103.69123000000008, 22.353462
42.121807, 102.64101999999997, 90.123245
42.119453, 102.33219000000003, 82.022117
41.892749, 100.35354999999998, 18.209999
42.694084, 100.70146999999997, 30.968334
42.186969, 102.12228999999996, 19.354486
41.888286, 103.37615999999997, 106.72333
42.407032, 99.43398999999994, 10.118332
42.38351, 100.46154999999999, 72.263938
42.039341, 102.18897000000004, 43.453334
41.448738, 101.35946000000001, 54.654998
41.954982, 102.87325999999996, 25.923334
42.020214, 101.18341000000004, 27.44
42.155647, 100.05017000000004, 138.5372
41.994171, 104.03975999999994, 11.975
42.417991, 101.31653000000006, 19.899999
42.344356, 102.30565999999999, 20.4325
42.121067, 102.83391999999992, 37.113334
42.065544, 100.80010999999996, 44.965301
41.718238, 101.55583999999993, 63.331085
41.828575, 102.44574000000006, 88.653335
41.853801, 102.75845000000004, 19.451665
42.336223, 99.93982, 41.961666
42.317222, 100.86578000000003, 24.813333
41.103683, 102.94153, 10.43
41.73936, 104.67947000000004, 20.041666
42.277519, -990.9990300000001, 163.95166
41.992256, 103.00136999999995, 38.124046
42.303321, 104.61760999999996, 52.318725
41.295204, 104.22771999999998, 11.935
42.099105, 99.60048999999998, 74.612564
42.307445, 100.23325, 180.76579
41.663101, 103.18660999999997, 73.305
41.88945, 101.61060000000003, 25.053333
42.113304, 100.13587000000001, 24.773332
42.024093, 103.34094000000005, 78.470504
41.281353, 100.21194000000003, 41.498333
41.232578, 103.93962999999997, 46.645
41.63808, 99.98224000000005, 68.574165
24.142814, 107.27820000000003, 9.6733331
41.80471, 102.35559, 106.51145
42.379718, 100.34035999999998, 81.109741
42.178897, 101.91736000000003, 72.226768
42.134517, 101.88106999999997, 109.71333
42.170108, 102.20284999999996, 79.076667
42.63982, 103.70862, 21.553333
41.872356, 102.91290000000004, 117.19479
42.642818, 99.76693999999998, 73.498336
41.680057, 100.16465, 58.709873
41.95758, 98.99664999999999, 30.246538
42.581855, 101.62477999999999, 118.30954
40.005985, 102.56336000000005, 84.91333
41.278736, 101.05585000000002, 67.723335
42.420169, 102.76529000000005, 24.183332
42.23146, 99.82124999999996, 35.935001
41.992565, 102.71834999999999, 35.348331
42.301376, 101.16904, 106.71405
41.964485, 103.82785000000001, 116.39078
41.757606, 102.51186999999999, 31.061969
41.783599, 103.19736000000006, 22.309166
41.241554, 101.74060000000003, 13.641666
41.799388, 102.25882000000001, 113.58499
42.052871, 99.96777000000003, 9.6983337
42.230537, 101.43771999999996, 89.202896
42.403038, 102.21774999999997, 114.01551
41.493656, 103.70209, 96.678047
42.641315, 101.85314999999997, 57.27
42.244361, 104.00824000000006, 53.011058
41.854648, 100.79813000000001, 150.31416
41.946212, 102.08853000000005, 72.794166
41.509021, 102.76155999999997, 166.54956
42.65604, 98.59789999999998, 13.619999
41.923297, 101.04568, 60.269546
42.110046, 102.24977999999993, 37.154998
41.99496, 99.07222999999999, 75.444999
42.042064, 100.68637000000007, 83.773391
42.371894, 101.69788000000005, 85.124771
41.976623, 104.18450999999999, 68.521026
42.387455, 101.22321000000005, 92.626289
42.717701, 100.89599000000004, 31.386667
42.120872, 102.38739000000004, 65.683837
41.558757, 102.57751000000002, 105.96976
41.761943, 101.11657000000008, 42.315834
41.79726, 101.22750999999994, 65.985
42.208847, 100.62436000000002, 21.363332
41.826015, 100.32366999999999, 17.303333
41.667144, 100.42351999999994, 60.384998
41.457603, 100.71750000000003, 44.841667
42.327957, 102.81456999999995, 24.551666
41.56229, 103.10781000000003, 28.845909
42.340934, 101.44486, 123.08206
41.902748, -686.8143399999999, 64.826927
42.114456, 102.45666000000006, 137.44317
40.963424, 98.72605000000004, 89.318122
42.158336, 100.25845999999996, 57.956905
41.799434, 101.29119999999995, 79.794998
42.195106, 99.84706999999997, 29.406665
41.796802, 103.47860999999995, 78.207275
42.398002, 103.40224999999992, 44.61539
41.720371, 101.19241, 118.64666
41.939765, 102.35455999999999, 30.473461
41.905231, 99.96001999999999, 109.37023
42.000373, 100.77454000000006, 70.692123
41.668594, 101.85458999999997, 30.121191
41.398597, 102.60235999999998, 53.966594
42.213417, 102.25702000000007, 48.361667
42.355316, 103.80526999999995, 32.083332
42.768184, 98.44400000000007, 25.309999
42.412628, 102.99652000000003, 15.553333
41.975933, 103.35199, 83.885475
41.829612, 102.00817, 43.011665
41.823005, 101.97781999999995, 10.566666
