============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.= He(1,4 MeV) ==> Mylar+Aluminium( 1261 A) ==================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T   29  2 ,1367240E+07   1261040E-03 -,1587E+01 -,2826E+01   ,9999935 -,0027284 -,0023608
T   30  2 ,1371550E+07   1261633E-03 -,1301E+00 -,4613E+00   ,9999971 -,0012050 -,0020644
T   31  2 ,1369340E+07   1262135E-03  ,2996E+01  ,2144E+01   ,9999884  ,0031522  ,0036476
T   32  2 ,1367381E+07   1263251E-03 -,7702E+00  ,5131E+01   ,9999558 -,0068691  ,0064179
T   33  2 ,1365782E+07   1261065E-03  ,8349E-01 -,5996E+00   ,9999995  ,0008985  ,0004655
T   34  2 ,1367680E+07   1262874E-03 -,4133E+00 -,1669E+01   ,9999979  ,0008120 -,0018552
T   35  2 ,1369870E+07   1262778E-03 -,7759E+00 -,4913E+00   ,9999452  ,0094002 -,0046128
T   36  2 ,1370360E+07   1261477E-03  ,4855E+01  ,3317E+01   ,9999706  ,0054157  ,0054238
T   37  2 ,1371208E+07   1261411E-03 -,2983E+00  ,7643E+00   ,9999626 -,0003183  ,0086381
T   38  2 ,1370788E+07   1262923E-03  ,3517E+01 -,2826E+01   ,9999642  ,0076990 -,0035073
T   39  2 ,1369684E+07   1263220E-03  ,1317E+00 -,4890E+00   ,9999998  ,0004910 -,0002443
T   40  2 ,1366071E+07   1261387E-03  ,1209E+01  ,4792E+00   ,9999999  ,0001645 -,0002254
T   41  2 ,1369884E+07   1262816E-03 -,1392E+01 -,1686E+01   ,9999961 -,0018074 -,0021461
T   42  2 ,1370616E+07   1262962E-03 -,1082E+01  ,1196E+00   ,9999864 -,0050938  ,0011341
T   43  2 ,1370637E+07   1262058E-03 -,4032E+00 -,3086E+00   ,9999886 -,0031707  ,0035716
T   44  2 ,1368919E+07   1261720E-03  ,1675E+00  ,1468E+01   ,9999977 -,0002484  ,0021163
T   45  2 ,1370415E+07   1261755E-03  ,4288E+00  ,6917E+00   ,9999967 -,0002839  ,0025351
T   46  2 ,1368856E+07   1261476E-03  ,6271E+00  ,6660E+00   ,9999996  ,0007449  ,0003834
T   47  2 ,1372019E+07   1263055E-03  ,4802E+00  ,1426E+01   ,9997194 -,0235161  ,0028661
T   48  2 ,1369411E+07   1262564E-03 -,1753E+01  ,1200E+01   ,9999922 -,0037532 -,0012105
T   49  2 ,1365600E+07   1261581E-03 -,1015E-01  ,1045E+00   ,9999990  ,0010695  ,0008751
T   50  2 ,1370180E+07   1261529E-03  ,6195E+00 -,1275E+01   ,9999822  ,0001442 -,0059685
T   51  2 ,1370254E+07   1261841E-03  ,7904E+00 -,7852E+00   ,9999947 -,0030738  ,0010910
T   52  2 ,1364884E+07   1262074E-03 -,1645E+01 -,6392E+00   ,9999872 -,0050674  ,0000672
T   53  2 ,1367940E+07   1262619E-03 -,1050E+01 -,2667E+01   ,9999955  ,0020767 -,0021641
T   54  2 ,1366996E+07   1262174E-03  ,1022E+01  ,1159E+00   ,9999954  ,0023928  ,0018607
T   55  2 ,1369128E+07   1263311E-03  ,1984E+01  ,4991E+00   ,9998846  ,0149439  ,0027436
T   56  2 ,1368299E+07   1262861E-03 -,2191E+01  ,1987E+00   ,9999964 -,0024273 -,0011200
T   57  2 ,1365355E+07   1263403E-03  ,1580E+01 -,3655E+01   ,9999876  ,0013783 -,0047882
T   58  2 ,1370275E+07   1261701E-03 -,2797E+01 -,6029E-01   ,9999960 -,0022387 -,0017498
T   59  2 ,1364715E+07   1262682E-03 -,8388E+00 -,1169E+01   ,9999936 -,0005853 -,0035238
T   60  2 ,1368616E+07   1262988E-03  ,3977E+00 -,1471E+01   ,9999947  ,0015227 -,0028748
T   61  2 ,1367920E+07   1262505E-03  ,3133E+00  ,6526E-01   ,9999999  ,0000412  ,0000845
T   62  2 ,1364311E+07   1263420E-03 -,2794E+00 -,5282E+00   ,9999973 -,0023376 -,0001813
T   63  2 ,1363660E+07   1261436E-03  ,9733E-01 -,4411E+01   ,9999543 -,0000527 -,0095597
T   64  2 ,1369964E+07   1261240E-03 -,1538E+00  ,3990E-02   ,9999998 -,0000774  ,0006211
T   65  2 ,1367318E+07   1262488E-03  ,1203E+00  ,1012E+00   ,9999978 -,0002914  ,0020655
T   66  2 ,1367688E+07   1261205E-03  ,1008E+00 -,2208E+01   ,9999943  ,0012642 -,0031295
T   67  2 ,1368747E+07   1262079E-03  ,4500E+00  ,2674E+00   ,9999967  ,0019374  ,0016647
T   68  2 ,1369615E+07   1261610E-03  ,1407E+01 -,1240E+01   ,9999890  ,0033356 -,0032880
T   69  2 ,1371824E+07   1263236E-03  ,1127E+01  ,1095E+01   ,9999947  ,0011355  ,0030664
T   70  2 ,1365834E+07   1263470E-03 -,4270E+01  ,2251E+01   ,9998532 -,0160844  ,0059125
T   71  2 ,1368477E+07   1261763E-03  ,1388E-01 -,6300E+00   ,9999943 -,0032968 -,0006973
T   72  2 ,1370105E+07   1261084E-03 -,1581E-01  ,3253E+00   ,9999998  ,0003680  ,0005303
T   73  2 ,1367634E+07   1262569E-03 -,2677E+00  ,3593E+00   ,9999903 -,0001001  ,0044121
T   74  2 ,1365880E+07   1261138E-03 -,4705E+00  ,1030E+01   ,9999167 -,0086105  ,0096179
T   75  2 ,1365522E+07   1261368E-03  ,2419E+00 -,1007E+01   ,9999999 -,0000032  ,0004444
T   76  2 ,1363538E+07   1261908E-03  ,1139E+00  ,1107E+01   ,9998955 -,0016413  ,0143657
T   77  2 ,1368175E+07   1261915E-03 -,1364E+01  ,4848E+00   ,9999935 -,0030165 -,0019527
T   78  2 ,1369567E+07   1261582E-03 -,1948E+00 -,5018E+00   ,9999999  ,0005016 -,0001197
T   79  2 ,1365739E+07   1262764E-03  ,6571E+01 -,1942E+01   ,9999898  ,0042716 -,0014740
T   80  2 ,1368013E+07   1263325E-03  ,3490E+01  ,3137E+01   ,9999800  ,0010268  ,0062407
T   81  2 ,1370594E+07   1262767E-03  ,1956E+01 -,1537E+01   ,9999825  ,0051142 -,0029825
T   82  2 ,1365316E+07   1263137E-03 -,7870E+00 -,3815E+01   ,9999795 -,0002914 -,0063987
T   83  2 ,1370613E+07   1262195E-03  ,1466E+01 -,2693E+01   ,9999866  ,0035965 -,0037104
T   84  2 ,1369871E+07   1262721E-03  ,8818E+00 -,2383E+00   ,9999957  ,0020464 -,0020797
T   85  2 ,1372883E+07   1261095E-03 -,6137E+00  ,1356E+01   ,9999992 -,0010815  ,0006627
T   86  2 ,1369030E+07   1262950E-03  ,1675E+01  ,1501E+01   ,9999907  ,0029589  ,0031262
